Publication_Year,Region,Country,Category,Store_Types,RMS_Coverage_Type,Channel_Contribution,
2023,Europe,Switzerland,Food - Shelf Stable,Superettes,%Covered,11%,
2023,Europe,Switzerland,Food - Shelf Stable,Dep.Str./Mass Merch.,%Covered,2%,
2023,Europe,Switzerland,Food - Shelf Stable,Trad. Grocery Str.,%Covered,1%,
2023,Europe,Switzerland,Food - Shelf Stable,Discounters,%Not Covered,10%,
2023,Europe,Switzerland,Food - Shelf Stable,Oth.Spec.Food,%Not Covered,3%,
2023,Europe,Switzerland,Food - Shelf Stable,Cash and Carry,%Not Covered,3%,
2023,Europe,Switzerland,Food - Shelf Stable,Convenc. Str.,%Not Covered,2%,
2023,Europe,Switzerland,Food - Shelf Stable,Oth.Groc.Str.,%Not Covered,1%,
2023,Europe,Switzerland,Food - Shelf Stable,Superettes,%Not Covered,1%,
2023,Europe,Switzerland,Food - Shelf Stable,Pure Player / Market Place,%Not Covered,1%,
2023,Europe,Switzerland,Food - Shelf Stable,Gas Stations,%Not Covered,1%,
2023,Europe,Switzerland,Frozen Food,Large Supermrkts,%Covered,26%,
2023,Europe,Switzerland,Frozen Food,Small Supermrkts,%Covered,20%,
2023,Europe,Switzerland,Frozen Food,Hypermrkts,%Covered,17%,
2023,Europe,Switzerland,Frozen Food,Superettes,%Covered,13%,
2023,Europe,Switzerland,Frozen Food,Trad. Grocery Str.,%Covered,1%,
2023,Europe,Switzerland,Frozen Food,Dep.Str./Mass Merch.,%Covered,1%,
2023,Europe,Switzerland,Frozen Food,Kiosks,%Covered,1%,
2023,Europe,Switzerland,Frozen Food,Discounters,%Not Covered,13%,
2023,Europe,Switzerland,Frozen Food,Cash and Carry,%Not Covered,2%,
2023,Europe,Switzerland,Frozen Food,Trad. Grocery Str.,%Not Covered,1%,
2023,Europe,Switzerland,Frozen Food,Superettes,%Not Covered,1%,
2023,Europe,Switzerland,Frozen Food,Small Supermrkts,%Not Covered,1%,
2023,Europe,Switzerland,Frozen Food,Oth.Gen.Str.,%Not Covered,1%,
2023,Europe,Switzerland,Frozen Food,Pure Player / Market Place,%Not Covered,1%,
2023,Europe,Switzerland,Frozen Food,Gas Stations,%Not Covered,1%,
2023,Europe,Switzerland,Hair Care,Large Supermrkts,%Covered,19%,
2023,Europe,Switzerland,Hair Care,Hypermrkts,%Covered,17%,
2023,Europe,Switzerland,Hair Care,Dep.Str./Mass Merch.,%Covered,15%,
2023,Europe,Switzerland,Hair Care,Small Supermrkts,%Covered,10%,
2023,Europe,Switzerland,Hair Care,Drugstores,%Covered,10%,
2023,Europe,Switzerland,Hair Care,Perfumeries,%Covered,6%,
2023,Europe,Switzerland,Hair Care,Superettes,%Covered,4%,
2023,Europe,Switzerland,Hair Care,Pure Player / Market Place,%Covered,2%,
2023,Europe,Switzerland,Hair Care,Pure Player / Market Place,%Not Covered,11%,
2023,Europe,Switzerland,Hair Care,Discounters,%Not Covered,3%,
2023,Europe,Switzerland,Hair Care,Small Supermrkts,%Not Covered,1%,
2023,Europe,Switzerland,Hair Care,Perfumeries,%Not Covered,1%,
2023,Europe,Switzerland,Hair Care,Pharmacies,%Not Covered,1%,
2023,Europe,Switzerland,Hot Drinks,Large Supermrkts,%Covered,23%,
2023,Europe,Switzerland,Hot Drinks,Small Supermrkts,%Covered,18%,
2023,Europe,Switzerland,Hot Drinks,Hypermrkts,%Covered,15%,
2023,Europe,Switzerland,Hot Drinks,Superettes,%Covered,12%,
2023,Europe,Switzerland,Hot Drinks,Trad. Grocery Str.,%Covered,1%,
2023,Europe,Switzerland,Hot Drinks,Dep.Str./Mass Merch.,%Covered,1%,
2023,Europe,Switzerland,Hot Drinks,Pure Player / Market Place,%Covered,1%,
2023,Europe,Switzerland,Hot Drinks,Discounters,%Not Covered,9%,
2023,Europe,Switzerland,Hot Drinks,Bars/Pubs/Cafes,%Not Covered,8%,
2023,Europe,Switzerland,Hot Drinks,Restaurants/Hotels,%Not Covered,7%,
2023,Europe,Switzerland,Hot Drinks,Bakeries/Pastry,%Not Covered,1%,
2023,Europe,Switzerland,Hot Drinks,Cash and Carry,%Not Covered,1%,
2023,Europe,Switzerland,Hot Drinks,Pure Player / Market Place,%Not Covered,1%,
2023,Europe,Switzerland,Hot Drinks,Gas Stations,%Not Covered,1%,
2023,Europe,Switzerland,Hot Drinks,Superettes,%Not Covered,1%,
2023,Europe,Switzerland,Household Care,Large Supermrkts,%Covered,22%,
2023,Europe,Switzerland,Household Care,Hypermrkts,%Covered,17%,
2023,Europe,Switzerland,Household Care,Small Supermrkts,%Covered,15%,
2023,Europe,Switzerland,Household Care,Superettes,%Covered,9%,
2023,Europe,Switzerland,Household Care,DIY/Gardening,%Covered,6%,
2023,Europe,Switzerland,Household Care,Drugstores,%Covered,3%,
2023,Europe,Switzerland,Household Care,Dep.Str./Mass Merch.,%Covered,3%,
2023,Europe,Switzerland,Household Care,Pure Player / Market Place,%Covered,2%,
2023,Europe,Switzerland,Household Care,Trad. Grocery Str.,%Covered,1%,
2023,Europe,Switzerland,Household Care,Kiosks,%Covered,1%,
2023,Europe,Switzerland,Household Care,Discounters,%Not Covered,10%,
2023,Europe,Switzerland,Household Care,Pure Player / Market Place,%Not Covered,3%,
2023,Europe,Switzerland,Household Care,Cash and Carry,%Not Covered,2%,
2023,Europe,Switzerland,Household Care,Hou.hld /Toiletries,%Not Covered,2%,
2023,Europe,Switzerland,Household Care,Trad. Grocery Str.,%Not Covered,1%,
2023,Europe,Switzerland,Household Care,Superettes,%Not Covered,1%,
2023,Europe,Switzerland,Household Care,Dep.Str./Mass Merch.,%Not Covered,1%,
2023,Europe,Switzerland,Household Care,Convenc. Str.,%Not Covered,1%,
2023,Europe,Switzerland,Ice Cream,Large Supermrkts,%Covered,20%,
2023,Europe,Switzerland,Ice Cream,Small Supermrkts,%Covered,17%,
2023,Europe,Switzerland,Ice Cream,Superettes,%Covered,13%,
2023,Europe,Switzerland,Ice Cream,Hypermrkts,%Covered,11%,
2023,Europe,Switzerland,Ice Cream,Kiosks,%Covered,3%,
2023,Europe,Switzerland,Ice Cream,Dep.Str./Mass Merch.,%Covered,1%,
2023,Europe,Switzerland,Ice Cream,Gas Stations,%Not Covered,9%,
2023,Europe,Switzerland,Ice Cream,Discounters,%Not Covered,6%,
2023,Europe,Switzerland,Ice Cream,Convenc. Str.,%Not Covered,4%,
2023,Europe,Switzerland,Ice Cream,Oth.Gen.Str.,%Not Covered,4%,
2023,Europe,Switzerland,Ice Cream,Kiosks,%Not Covered,3%,
2023,Europe,Switzerland,Ice Cream,Cash and Carry,%Not Covered,3%,
2023,Europe,Switzerland,Ice Cream,Oth.Spec.Food,%Not Covered,2%,
2023,Europe,Switzerland,Ice Cream,Superettes,%Not Covered,1%,
2023,Europe,Switzerland,Ice Cream,Bakeries/Pastry,%Not Covered,1%,
2023,Europe,Switzerland,Ice Cream,Fast Food,%Not Covered,1%,
2023,Europe,Switzerland,Ice Cream,Restaurants/Hotels,%Not Covered,1%,
2023,Europe,Switzerland,Laundry Products,Large Supermrkts,%Covered,25%,
2023,Europe,Switzerland,Laundry Products,Small Supermrkts,%Covered,21%,
2023,Europe,Switzerland,Laundry Products,Hypermrkts,%Covered,18%,
2023,Europe,Switzerland,Laundry Products,Superettes,%Covered,13%,
2023,Europe,Switzerland,Laundry Products,Dep.Str./Mass Merch.,%Covered,1%,
2023,Europe,Switzerland,Laundry Products,Drugstores,%Covered,1%,
2023,Europe,Switzerland,Laundry Products,DIY/Gardening,%Covered,1%,
2023,Europe,Switzerland,Laundry Products,Pure Player / Market Place,%Covered,1%,
2023,Europe,Switzerland,Laundry Products,Discounters,%Not Covered,8%,
2023,Europe,Switzerland,Laundry Products,Cash and Carry,%Not Covered,3%,
2023,Europe,Switzerland,Laundry Products,Hou.hld /Toiletries,%Not Covered,2%,
2023,Europe,Switzerland,Laundry Products,Convenc. Str.,%Not Covered,1%,
2023,Europe,Switzerland,Laundry Products,Drugstores,%Not Covered,1%,
2023,Europe,Switzerland,Laundry Products,Pure Player / Market Place,%Not Covered,1%,
2023,Europe,Switzerland,Laundry Products,Small Supermrkts,%Not Covered,1%,
2023,Europe,Switzerland,Laundry Products,Superettes,%Not Covered,1%,
2023,Europe,Switzerland,Laundry Products,Trad. Grocery Str.,%Not Covered,1%,
2023,Europe,Switzerland,OTC,Hypermrkts,%Covered,2%,
2023,Europe,Switzerland,OTC,Large Supermrkts,%Covered,2%,
2023,Europe,Switzerland,OTC,Dep.Str./Mass Merch.,%Covered,2%,
2023,Europe,Switzerland,OTC,Small Supermrkts,%Covered,1%,
2023,Europe,Switzerland,OTC,Pharmacies,%Not Covered,84%,
2023,Europe,Switzerland,OTC,Drugstores,%Not Covered,5%,
2023,Europe,Switzerland,OTC,Pure Player / Market Place,%Not Covered,4%,
2023,Europe,Switzerland,Oral Care,Large Supermrkts,%Covered,25%,
2023,Europe,Switzerland,Oral Care,Hypermrkts,%Covered,21%,
2023,Europe,Switzerland,Oral Care,Small Supermrkts,%Covered,16%,
2023,Europe,Switzerland,Oral Care,Superettes,%Covered,8%,
2023,Europe,Switzerland,Oral Care,Dep.Str./Mass Merch.,%Covered,6%,
2023,Europe,Switzerland,Oral Care,Drugstores,%Covered,5%,
2023,Europe,Switzerland,Oral Care,Pure Player / Market Place,%Covered,1%,
2023,Europe,Switzerland,Oral Care,Drugstores,%Not Covered,6%,
2023,Europe,Switzerland,Oral Care,Discounters,%Not Covered,5%,
2023,Europe,Switzerland,Oral Care,Pharmacies,%Not Covered,2%,
2023,Europe,Switzerland,Oral Care,Pure Player / Market Place,%Not Covered,2%,
2023,Europe,Switzerland,Oral Care,Small Supermrkts,%Not Covered,1%,
2023,Europe,Switzerland,Oral Care,Superettes,%Not Covered,1%,
2023,Europe,Switzerland,Oral Care,Dep.Str./Mass Merch.,%Not Covered,1%,
2023,Europe,Switzerland,Paper Products,Large Supermrkts,%Covered,25%,
2023,Europe,Switzerland,Paper Products,Hypermrkts,%Covered,21%,
2023,Europe,Switzerland,Paper Products,Small Supermrkts,%Covered,16%,
2023,Europe,Switzerland,Paper Products,Superettes,%Covered,9%,
2023,Europe,Switzerland,Paper Products,DIY/Gardening,%Covered,2%,
2023,Europe,Switzerland,Paper Products,Pure Player / Market Place,%Covered,2%,
2023,Europe,Switzerland,Paper Products,Dep.Str./Mass Merch.,%Covered,2%,
2023,Europe,Switzerland,Paper Products,Discounters,%Not Covered,8%,
2023,Europe,Switzerland,Paper Products,Cash and Carry,%Not Covered,5%,
2023,Europe,Switzerland,Paper Products,Pure Player / Market Place,%Not Covered,3%,
2023,Europe,Switzerland,Paper Products,DIY/Gardening,%Not Covered,1%,
2023,Europe,Switzerland,Paper Products,Convenc. Str.,%Not Covered,1%,
2023,Europe,Switzerland,Paper Products,Gas Stations,%Not Covered,1%,
2023,Europe,Switzerland,Paper Products,Drugstores,%Not Covered,1%,
2023,Europe,Switzerland,Paper Products,Small Supermrkts,%Not Covered,1%,
2023,Europe,Switzerland,Paper Products,Superettes,%Not Covered,1%,
2023,Europe,Switzerland,Paper Products,Trad. Grocery Str.,%Not Covered,1%,
2023,Europe,Switzerland,Personal Care,Large Supermrkts,%Covered,24%,
2023,Europe,Switzerland,Personal Care,Hypermrkts,%Covered,20%,
2023,Europe,Switzerland,Personal Care,Small Supermrkts,%Covered,15%,
2023,Europe,Switzerland,Personal Care,Superettes,%Covered,8%,
2023,Europe,Switzerland,Personal Care,Dep.Str./Mass Merch.,%Covered,8%,
2023,Europe,Switzerland,Personal Care,Drugstores,%Covered,7%,
2023,Europe,Switzerland,Personal Care,Perfumeries,%Covered,5%,
2023,Europe,Switzerland,Personal Care,Pure Player / Market Place,%Covered,2%,
2023,Europe,Switzerland,Personal Care,Discounters,%Not Covered,8%,
2023,Europe,Switzerland,Personal Care,Dep.Str./Mass Merch.,%Not Covered,2%,
2023,Europe,Switzerland,Personal Care,Pure Player / Market Place,%Not Covered,1%,
2023,Europe,Switzerland,Pet Food,Large Supermrkts,%Covered,20%,
2023,Europe,Switzerland,Pet Food,Small Supermrkts,%Covered,16%,
2023,Europe,Switzerland,Pet Food,Hypermrkts,%Covered,13%,
2023,Europe,Switzerland,Pet Food,Superettes,%Covered,10%,
2023,Europe,Switzerland,Pet Food,DIY/Gardening,%Covered,2%,
2023,Europe,Switzerland,Pet Food,Drugstores,%Covered,1%,
2023,Europe,Switzerland,Pet Food,Pure Player / Market Place,%Covered,1%,
2023,Europe,Switzerland,Pet Food,Pure Player / Market Place,%Not Covered,14%,
2023,Europe,Switzerland,Pet Food,Pet Shops,%Not Covered,11%,
2023,Europe,Switzerland,Pet Food,Discounters,%Not Covered,6%,
2023,Europe,Switzerland,Pet Food,Cash and Carry,%Not Covered,2%,
2023,Europe,Switzerland,Pet Food,Convenc. Str.,%Not Covered,1%,
2023,Europe,Switzerland,Pet Food,Gas Stations,%Not Covered,1%,
2023,Europe,Switzerland,Pet Food,Superettes,%Not Covered,1%,
2023,Europe,Switzerland,Pet Food,Trad. Grocery Str.,%Not Covered,1%,
2023,Europe,Switzerland,RTD and Juices,Large Supermrkts,%Covered,24%,
2023,Europe,Switzerland,RTD and Juices,Small Supermrkts,%Covered,19%,
2023,Europe,Switzerland,RTD and Juices,Hypermrkts,%Covered,16%,
2023,Europe,Switzerland,RTD and Juices,Superettes,%Covered,13%,
2023,Europe,Switzerland,RTD and Juices,Kiosks,%Covered,2%,
2023,Europe,Switzerland,RTD and Juices,Dep.Str./Mass Merch.,%Covered,1%,
2023,Europe,Switzerland,RTD and Juices,Trad. Grocery Str.,%Covered,1%,
2023,Europe,Switzerland,RTD and Juices,Discounters,%Not Covered,9%,
2023,Europe,Switzerland,RTD and Juices,Cash and Carry,%Not Covered,3%,
2023,Europe,Switzerland,RTD and Juices,Gas Stations,%Not Covered,3%,
2023,Europe,Switzerland,RTD and Juices,Restaurants/Hotels,%Not Covered,2%,
2023,Europe,Switzerland,RTD and Juices,Bars/Pubs/Cafes,%Not Covered,2%,
2023,Europe,Switzerland,RTD and Juices,Kiosks,%Not Covered,1%,
2023,Europe,Switzerland,RTD and Juices,Fast Food,%Not Covered,1%,
2023,Europe,Switzerland,RTD and Juices,Small Supermrkts,%Not Covered,1%,
2023,Europe,Switzerland,RTD and Juices,Superettes,%Not Covered,1%,
2023,Europe,Switzerland,RTD and Juices,Convenc. Str.,%Not Covered,1%,
2023,Europe,Switzerland,Salty Snacks,Large Supermrkts,%Covered,25%,
2023,Europe,Switzerland,Salty Snacks,Small Supermrkts,%Covered,20%,
2023,Europe,Switzerland,Salty Snacks,Hypermrkts,%Covered,17%,
2023,Europe,Switzerland,Salty Snacks,Superettes,%Covered,14%,
2023,Europe,Switzerland,Salty Snacks,Kiosks,%Covered,2%,
2023,Europe,Switzerland,Salty Snacks,Dep.Str./Mass Merch.,%Covered,1%,
2023,Europe,Switzerland,Salty Snacks,Trad. Grocery Str.,%Covered,1%,
2023,Europe,Switzerland,Salty Snacks,Discounters,%Not Covered,10%,
2023,Europe,Switzerland,Salty Snacks,Cash and Carry,%Not Covered,4%,
2023,Europe,Switzerland,Salty Snacks,Gas Stations,%Not Covered,2%,
2023,Europe,Switzerland,Salty Snacks,Convenc. Str.,%Not Covered,1%,
2023,Europe,Switzerland,Salty Snacks,Kiosks,%Not Covered,1%,
2023,Europe,Switzerland,Salty Snacks,Bars/Pubs/Cafes,%Not Covered,1%,
2023,Europe,Switzerland,Salty Snacks,Trad. Grocery Str.,%Not Covered,1%,
2023,Europe,Switzerland,Skin Care,Large Supermrkts,%Covered,17%,
2023,Europe,Switzerland,Skin Care,Hypermrkts,%Covered,13%,
2023,Europe,Switzerland,Skin Care,Perfumeries,%Covered,13%,
2023,Europe,Switzerland,Skin Care,Dep.Str./Mass Merch.,%Covered,11%,
2023,Europe,Switzerland,Skin Care,Small Supermrkts,%Covered,10%,
2023,Europe,Switzerland,Skin Care,Drugstores,%Covered,8%,
2023,Europe,Switzerland,Skin Care,Superettes,%Covered,5%,
2023,Europe,Switzerland,Skin Care,Pure Player / Market Place,%Covered,4%,
2023,Europe,Switzerland,Skin Care,Pure Player / Market Place,%Not Covered,12%,
2023,Europe,Switzerland,Skin Care,Discounters,%Not Covered,4%,
2023,Europe,Switzerland,Skin Care,Convenc. Str.,%Not Covered,1%,
2023,Europe,Switzerland,Skin Care,Perfumeries,%Not Covered,1%,
2023,Europe,Switzerland,Skin Care,Small Supermrkts,%Not Covered,1%,
2023,Europe,Switzerland,Spirits and Liqueurs,Small Supermrkts,%Covered,18%,
2023,Europe,Switzerland,Spirits and Liqueurs,Superettes,%Covered,18%,
2023,Europe,Switzerland,Spirits and Liqueurs,Large Supermrkts,%Covered,10%,
2023,Europe,Switzerland,Spirits and Liqueurs,Hypermrkts,%Covered,5%,
2023,Europe,Switzerland,Spirits and Liqueurs,Kiosks,%Covered,2%,
2023,Europe,Switzerland,Spirits and Liqueurs,Pure Player / Market Place,%Covered,1%,
2023,Europe,Switzerland,Spirits and Liqueurs,Dep.Str./Mass Merch.,%Covered,1%,
2023,Europe,Switzerland,Spirits and Liqueurs,Trad. Grocery Str.,%Covered,1%,
2023,Europe,Switzerland,Spirits and Liqueurs,Bars/Pubs/Cafes,%Not Covered,9%,
2023,Europe,Switzerland,Spirits and Liqueurs,Restaurants/Hotels,%Not Covered,9%,
2023,Europe,Switzerland,Spirits and Liqueurs,Discounters,%Not Covered,7%,
2023,Europe,Switzerland,Spirits and Liqueurs,Liquor/Wine/Beer,%Not Covered,5%,
2023,Europe,Switzerland,Spirits and Liqueurs,Cash and Carry,%Not Covered,3%,
2023,Europe,Switzerland,Spirits and Liqueurs,Gas Stations,%Not Covered,2%,
2023,Europe,Switzerland,Spirits and Liqueurs,Convenc. Str.,%Not Covered,2%,
2023,Europe,Switzerland,Spirits and Liqueurs,Superettes,%Not Covered,1%,
2023,Europe,Switzerland,Spirits and Liqueurs,Disco.Night club,%Not Covered,1%,
2023,Europe,Switzerland,Spirits and Liqueurs,Duty Free/Airport,%Not Covered,1%,
2023,Europe,Switzerland,Spirits and Liqueurs,Beverage Str.,%Not Covered,1%,
2023,Europe,Switzerland,Spirits and Liqueurs,Small Supermrkts,%Not Covered,1%,
2023,Europe,Switzerland,Spirits and Liqueurs,Pure Player / Market Place,%Not Covered,1%,
2023,Europe,Switzerland,Spirits and Liqueurs,Oth.Gen.Str.,%Not Covered,1%,
2023,Europe,Switzerland,Sports and Energy Drinks,Small Supermrkts,%Covered,16%,
2023,Europe,Switzerland,Sports and Energy Drinks,Superettes,%Covered,16%,
2023,Europe,Switzerland,Sports and Energy Drinks,Large Supermrkts,%Covered,13%,
2023,Europe,Switzerland,Sports and Energy Drinks,Kiosks,%Covered,9%,
2023,Europe,Switzerland,Sports and Energy Drinks,Hypermrkts,%Covered,8%,
2023,Europe,Switzerland,Sports and Energy Drinks,Trad. Grocery Str.,%Covered,2%,
2023,Europe,Switzerland,Sports and Energy Drinks,Drugstores,%Covered,1%,
2023,Europe,Switzerland,Sports and Energy Drinks,Dep.Str./Mass Merch.,%Covered,1%,
2023,Europe,Switzerland,Sports and Energy Drinks,Pure Player / Market Place,%Covered,1%,
2023,Europe,Switzerland,Sports and Energy Drinks,Kiosks,%Not Covered,7%,
2023,Europe,Switzerland,Sports and Energy Drinks,Discounters,%Not Covered,7%,
2023,Europe,Switzerland,Sports and Energy Drinks,Beverage Str.,%Not Covered,4%,
2023,Europe,Switzerland,Sports and Energy Drinks,Gas Stations,%Not Covered,4%,
2023,Europe,Switzerland,Sports and Energy Drinks,Convenc. Str.,%Not Covered,3%,
2023,Europe,Switzerland,Sports and Energy Drinks,Bars/Pubs/Cafes,%Not Covered,3%,
2023,Europe,Switzerland,Sports and Energy Drinks,Restaurants/Hotels,%Not Covered,2%,
2023,Europe,Switzerland,Sports and Energy Drinks,Fast Food,%Not Covered,1%,
2023,Europe,Switzerland,Sports and Energy Drinks,Pure Player / Market Place,%Not Covered,1%,
2023,Europe,Switzerland,Sports and Energy Drinks,Disco.Night club,%Not Covered,1%,
2023,Europe,Switzerland,Sweet Biscuits,Large Supermrkts,%Covered,23%,
2023,Europe,Switzerland,Sweet Biscuits,Small Supermrkts,%Covered,19%,
2023,Europe,Switzerland,Sweet Biscuits,Hypermrkts,%Covered,15%,
2023,Europe,Switzerland,Sweet Biscuits,Superettes,%Covered,13%,
2023,Europe,Switzerland,Sweet Biscuits,Dep.Str./Mass Merch.,%Covered,2%,
2023,Europe,Switzerland,Sweet Biscuits,Kiosks,%Covered,1%,
2023,Europe,Switzerland,Sweet Biscuits,Trad. Grocery Str.,%Covered,1%,
2023,Europe,Switzerland,Sweet Biscuits,Discounters,%Not Covered,10%,
2023,Europe,Switzerland,Sweet Biscuits,Cash and Carry,%Not Covered,3%,
2023,Europe,Switzerland,Sweet Biscuits,Bakeries/Pastry,%Not Covered,3%,
2023,Europe,Switzerland,Sweet Biscuits,Oth.Spec.Food,%Not Covered,3%,
2023,Europe,Switzerland,Sweet Biscuits,Convenc. Str.,%Not Covered,2%,
2023,Europe,Switzerland,Sweet Biscuits,Duty Free/Airport,%Not Covered,2%,
2023,Europe,Switzerland,Sweet Biscuits,Gas Stations,%Not Covered,1%,
2023,Europe,Switzerland,Sweet Biscuits,Superettes,%Not Covered,1%,
2023,Europe,Switzerland,Sweet Biscuits,Trad. Grocery Str.,%Not Covered,1%,
2023,Europe,Switzerland,Total FMCG,Large Supermrkts,%Covered,23%,
2023,Europe,Switzerland,Total FMCG,Small Supermrkts,%Covered,17%,
2023,Europe,Switzerland,Total FMCG,Hypermrkts,%Covered,16%,
2023,Europe,Switzerland,Total FMCG,Superettes,%Covered,10%,
2023,Europe,Switzerland,Total FMCG,Dep.Str./Mass Merch.,%Covered,2%,
2023,Europe,Switzerland,Total FMCG,DIY/Gardening,%Covered,1%,
2023,Europe,Switzerland,Total FMCG,Kiosks,%Covered,1%,
2023,Europe,Switzerland,Total FMCG,Drugstores,%Covered,1%,
2023,Europe,Switzerland,Total FMCG,Pure Player / Market Place,%Covered,1%,
2023,Europe,Switzerland,Total FMCG,Discounters,%Not Covered,9%,
2023,Europe,Switzerland,Total FMCG,Oth.Groc.Str.,%Not Covered,8%,
2023,Europe,Switzerland,Total FMCG,Pure Player / Market Place,%Not Covered,2%,
2023,Europe,Switzerland,Total FMCG,Convenc. Str.,%Not Covered,2%,
2023,Europe,Switzerland,Total FMCG,Perfumeries,%Not Covered,1%,
2023,Europe,Switzerland,Total FMCG,Superettes,%Not Covered,1%,
2023,Europe,Switzerland,Total FMCG,Bars/Pubs/Cafes,%Not Covered,1%,
2023,Europe,Switzerland,Total FMCG,Restaurants/Hotels,%Not Covered,1%,
2023,Europe,Switzerland,Total FMCG,Kiosks,%Not Covered,1%,
2023,Europe,Switzerland,Total FMCG,Gas Stations,%Not Covered,1%,
2023,Europe,Switzerland,Total FMCG,Trad. Grocery Str.,%Not Covered,1%,
2023,Europe,Switzerland,Water,Small Supermrkts,%Covered,20%,
2023,Europe,Switzerland,Water,Large Supermrkts,%Covered,17%,
2023,Europe,Switzerland,Water,Superettes,%Covered,17%,
2023,Europe,Switzerland,Water,Hypermrkts,%Covered,11%,
2023,Europe,Switzerland,Water,Kiosks,%Covered,6%,
2023,Europe,Switzerland,Water,Trad. Grocery Str.,%Covered,1%,
2023,Europe,Switzerland,Water,Dep.Str./Mass Merch.,%Covered,1%,
2023,Europe,Switzerland,Water,DIY/Gardening,%Covered,1%,
2023,Europe,Switzerland,Water,Restaurants/Hotels,%Not Covered,8%,
2023,Europe,Switzerland,Water,Discounters,%Not Covered,6%,
2023,Europe,Switzerland,Water,Cash and Carry,%Not Covered,3%,
2023,Europe,Switzerland,Water,Convenc. Str.,%Not Covered,2%,
2023,Europe,Switzerland,Water,Bars/Pubs/Cafes,%Not Covered,2%,
2023,Europe,Switzerland,Water,Beverage Str.,%Not Covered,2%,
2023,Europe,Switzerland,Water,Fast Food,%Not Covered,1%,
2023,Europe,Switzerland,Water,Gas Stations,%Not Covered,1%,
2023,Europe,Switzerland,Water,Kiosks,%Not Covered,1%,
2023,Europe,United Kingdom,Air Care,Hypermrkts,%Covered,33%,
2023,Europe,United Kingdom,Air Care,Hou.hld /Toiletries,%Covered,22%,
2023,Europe,United Kingdom,Air Care,Pure Player / Market Place,%Covered,17%,
2023,Europe,United Kingdom,Air Care,Large Supermrkts,%Covered,8%,
2023,Europe,United Kingdom,Air Care,Discounters,%Covered,6%,
2023,Europe,United Kingdom,Air Care,Brick & Click,%Covered,6%,
2023,Europe,United Kingdom,Air Care,Superettes,%Covered,2%,
2023,Europe,United Kingdom,Air Care,Small Supermrkts,%Covered,2%,
2023,Europe,United Kingdom,Air Care,DIY/Gardening,%Not Covered,2%,
2023,Europe,United Kingdom,Air Care,Dep.Str./Mass Merch.,%Not Covered,1%,
2023,Europe,United Kingdom,Baby Food,Hypermrkts,%Covered,48%,
2023,Europe,United Kingdom,Baby Food,Large Supermrkts,%Covered,11%,
2023,Europe,United Kingdom,Baby Food,Brick & Click,%Covered,10%,
2023,Europe,United Kingdom,Baby Food,Discounters,%Covered,9%,
2023,Europe,United Kingdom,Baby Food,Pure Player / Market Place,%Covered,8%,
2023,Europe,United Kingdom,Baby Food,Superettes,%Covered,7%,
2023,Europe,United Kingdom,Baby Food,Small Supermrkts,%Covered,5%,
2023,Europe,United Kingdom,Baby Food,Pharmacies,%Covered,1%,
2023,Europe,United Kingdom,Baby Food,Hou.hld /Toiletries,%Covered,1%,
2023,Europe,United Kingdom,Baby Food,Dep.Str./Mass Merch.,%Not Covered,1%,
2023,Europe,United Kingdom,Batteries,Hypermrkts,%Covered,31%,
2023,Europe,United Kingdom,Batteries,Pure Player / Market Place,%Covered,27%,
2023,Europe,United Kingdom,Batteries,Large Supermrkts,%Covered,12%,
2023,Europe,United Kingdom,Batteries,Superettes,%Covered,10%,
2023,Europe,United Kingdom,Batteries,Discounters,%Covered,6%,
2023,Europe,United Kingdom,Batteries,Brick & Click,%Covered,4%,
2023,Europe,United Kingdom,Batteries,Small Supermrkts,%Covered,3%,
2023,Europe,United Kingdom,Batteries,Trad. Grocery Str.,%Covered,2%,
2023,Europe,United Kingdom,Batteries,DIY/Gardening,%Not Covered,1%,
2023,Europe,United Kingdom,Batteries,Oth.Cat.Spec.,%Not Covered,1%,
2023,Europe,United Kingdom,Batteries,Dep.Str./Mass Merch.,%Not Covered,1%,
2023,Europe,United Kingdom,Batteries,Duty Free/Airport,%Not Covered,1%,
2023,Europe,United Kingdom,Batteries,Large Appliances,%Not Covered,1%,
2023,Europe,United Kingdom,Beer,Bars/Pubs/Cafes,%Covered,46%,
2023,Europe,United Kingdom,Beer,Superettes,%Covered,10%,
2023,Europe,United Kingdom,Beer,Hypermrkts,%Covered,10%,
2023,Europe,United Kingdom,Beer,Other Horeca,%Covered,10%,
2023,Europe,United Kingdom,Beer,Restaurants/Hotels,%Covered,9%,
2023,Europe,United Kingdom,Beer,Discounters,%Covered,3%,
2023,Europe,United Kingdom,Beer,Large Supermrkts,%Covered,3%,
2023,Europe,United Kingdom,Beer,Trad. Grocery Str.,%Covered,2%,
2023,Europe,United Kingdom,Beer,Brick & Click,%Covered,2%,
2023,Europe,United Kingdom,Beer,Small Supermrkts,%Covered,1%,
2023,Europe,United Kingdom,Beer,Fast Food,%Covered,1%,
2023,Europe,United Kingdom,Beer,Oth.Chnls.,%Covered,1%,
2023,Europe,United Kingdom,Beer,Pure Player / Market Place,%Covered,1%,
2023,Europe,United Kingdom,Beer,Duty Free/Airport,%Not Covered,3%,
2023,Europe,United Kingdom,Candies and Chewing Gums,Superettes,%Covered,25%,
2023,Europe,United Kingdom,Candies and Chewing Gums,Hypermrkts,%Covered,18%,
